from_date,department,section,barcode,item_num,item_description,purshase_price,selling_price,quantity
12-Mar,2,57,4165830054643.682,491197,SABEEL LIVER 500GR,999.0760965318324,1385.303574782202,353.1471787255094
10-Mar,2,52,2490516053807.6177,948585,DOMTY TALAGA LOW SALT,796.8672561723836,1041.8250092258963,2368.8602044517424
02-Mar,2,55,4109276435849.005,237599,ABA POWDER ONION,500.2033277494449,415.4368220648041,2804.574419342099
28-Feb,2,53,4049229767964.1685,141348,MEATBALLS/KG,1223.3246618485282,823.8403714654132,2097.466643200393
11-Mar,2,54,4312667759399.432,272675,MERAI PLAIN BF LNCHON SANZANA,732.6887499635488,1407.746772065878,2017.98191760095
21-Feb,2,53,4225157874309.6636,264786,A-RED CHILI,725.0730602862357,131.28380597622836,546.2628314981828
27-Feb,2,52,2497401922145.546,107460,ORIENTAL SAUSAGE SANDWICH,116.78514262371297,1665.0331413518406,1782.2038574546195
10-Mar,2,56,6336460821806.045,219055,CHICKEN NUGGETS,1234.5134072294786,1631.4459620089804,335.40510932576245
17-Mar,2,52,2007091872138.5115,793567,FRUIT COCKTAIL,1038.3205860858384,885.6979471001073,1406.1326715919806
25-Feb,2,55,4601066414490.244,11028,CHOCOLATE&FRUITS CAKE 10PERS,542.1793211228929,147.33479058328834,2548.6749871290385
01-Mar,2,55,4223791370600.3506,880571,LUPINE,284.80440834516094,997.4513465826483,1072.223490084663
14-Mar,2,54,3890711592794.2656,126256,ORANGE NAVEL NET 3KG,753.3716826041668,1485.3411980662495,3044.381603436322
18-Mar,2,51,2564128623046.5615,605589,CHOCOLATE GOFRET BISCUIT,629.5474734612135,1376.0054681592317,2710.574393691597
08-Mar,2,57,4435590304220.832,382243,HEART CAKE BIG,624.2959443313903,1775.797624511341,556.7736093710981
24-Feb,2,52,6592665448396.056,613268,ABA PEANUTS,1072.0910074802432,155.44243491584646,2471.489629887186
24-Feb,2,50,4133405974353.4854,668256,GRILL FISH/KG,141.99024331013905,74.45228019474892,1928.7561115822446
14-Mar,2,56,5568811236999.567,264874,KATILO CHEESE BRAMILY-KG,1168.5466872112058,1882.331658283741,2007.023907524842
13-Mar,2,51,4753103117640.711,287100,IM BEEF RIBS,64.69746690574686,1738.0815172459418,2864.777594144852
05-Mar,2,53,4910401516381.717,924694,FRUIT SALAD,1021.4408731581331,1061.017260392497,2461.1724780685777
18-Mar,2,55,3142245630151.177,226089,CARAMEL SAUCE,137.9895944172437,1189.1385632339766,2976.7215645812544
08-Mar,2,57,3090007738578.1406,532033,BASSBOUSSA BY KG,694.5607183097989,887.4734223767274,1721.6577404581617
09-Mar,2,50,5993017670331.365,641738,WHITE FOREST 8 PERSONS,190.75926880421633,1150.9953462374613,151.73107187726126
24-Feb,2,52,3717557683251.9946,177573,FRENCH DEJEUNETTE X4,1223.112420668512,1743.5519901343903,2594.365704740057
22-Feb,2,55,6758309674597.375,158464,DEFROSTED CLEAN SHRIMPS 30-40,488.20253285843256,1710.5744514723308,1931.7791065646397
12-Mar,2,51,5453531402365.723,899127,BAGUETTE CHEDDAR SAND,203.35631774279923,999.2519492664748,720.1789296240474
24-Feb,2,57,6727513299486.64,88541,XP CABBAGE RED,305.8452409106778,982.0683565748682,2568.2259057576434
20-Feb,2,56,6228797531630.514,922148,SHAHD DRUMSTICK 1KG 052,652.7700479934966,1715.3006072098644,2994.0445678816463
18-Mar,2,51,4656454452121.591,14013,MEAT SPICES 1 KG,407.79297627008145,477.1844207820553,2344.7763851029913
26-Feb,2,57,5024922483002.369,758343,RICH LUNCHEON CHICKEN PLAIN,170.6929682158098,1043.5602138909776,2969.3371708461136
01-Mar,2,52,4428251819235.555,242362,IM BEEF CUBES,1222.5383510998265,1481.0899297920994,2620.8094749185075
10-Mar,2,52,3530209567112.444,416897,TILAPIA OIL AND LEMON/KG,312.7626049726164,1521.1463767090625,1949.2534611815659
28-Feb,2,52,3364338775666.4062,682665,SABEEL DRUMSTICK 1KG,1085.7405104337565,716.2941646043591,1194.1035341570296
16-Mar,2,57,5275832633326.055,382565,ORANGE BISCUITS PACKET,879.4943086722728,1063.4371402972579,699.7969168250734
13-Mar,2,50,6342227187710.275,411374,SHAHD DRUMSTICK 1KG 052,28.95709593640413,554.8963098694157,646.9588882079994
10-Mar,2,56,3001531249754.6396,763890,CHILI RED 500GR,1091.5821809886497,1381.3935402058255,983.8707953024065
22-Feb,2,50,6720978861152.803,960198,TEA EVENING,98.91901566016963,1538.5063108377308,54.46566578062339
23-Feb,2,52,4087994734018.2554,387058,KIRI FLAVOR BASTERMA,318.16347904779417,856.4325533158949,1431.372990168828
03-Mar,2,55,2926351369259.4863,222434,ABA CHINESE CRACKERS/W CHESSE,158.84976542665433,35.67713401304004,1979.8238071692006
19-Feb,2,54,6808854962319.715,695630,DEFROSTED FILLET RED FISH,122.03204382229899,636.3684825808289,1819.6343314117378
04-Mar,2,57,4120667651024.4233,813634,ANISE SAMO,1130.9198748268668,1361.3038005964424,25.031882377594673
26-Feb,2,52,4687516430315.609,393695,MINI PASTRY,828.244584277745,987.6886442798249,1296.6838663593678
27-Feb,2,51,2277266457152.126,899408,BAL BEEF FILLET,375.09419649852816,1628.8777038888445,567.394625182617
14-Mar,2,54,4224875874340.2812,456553,DATES 300 GM-BET,950.8822450786837,1189.487717692737,2285.7587662167084
12-Mar,2,50,3835833428639.915,971392,DATES ROSHADIA KSA 400 GM,1095.5472183167315,906.9330938745144,1438.6281280377734
01-Mar,2,50,6996433560896.331,927212,CHEESA FLAVOR SMOKED,511.54191947768726,270.5143871037555,616.0073385304527
02-Mar,2,53,3948584553728.5703,586081,CHICKEN FINGERS,1160.259349796568,101.6066691148349,2340.3618245009397
25-Feb,2,55,6151367976705.266,900111,DATES SAKOUTI G2 KG,908.1736151689466,317.8287610178355,3050.187630645235
02-Mar,2,51,5137064831886.686,861689,SHAHD CHICKEN FILLET400GR,630.4862837522614,1771.5981225755575,600.7901641484751
19-Mar,2,56,3993319633811.245,786906,TROUFLEX TOUFY,1118.27221887928,1451.122923026206,190.69794415290178
26-Feb,2,54,5339023248270.266,564255,STONE CHOCLATE,1184.0844803894925,492.94294166881184,622.2702435780182
25-Feb,2,54,4594212877737.059,669586,CABBAGE,215.5145262719034,112.82452249453436,134.72339195273233
04-Mar,2,57,2008793236348.798,571970,LATOGA GREEN,26.89126858024215,842.2036068341285,910.5165579891577
02-Mar,2,50,3175427461465.503,872765,KOKI CHICKEN 950-1000,608.6739310768527,1347.1872575661787,2695.8131670472935
25-Feb,2,57,5689021617312.584,814324,PASTS SPICES,293.4585260005944,1649.3480335954073,850.3232895081187
21-Feb,2,55,6135390671294.591,131978,BEEF BURGER,843.8170115364594,576.3002591067815,1204.0874434613638
21-Feb,2,55,4748796191730.121,561871,A-RED CHILI,742.2316246247051,1395.3858495816605,1685.871204591946
28-Feb,2,51,6041363965906.105,586055,N.CHOCOLATE PATE,676.5507557523234,292.48142784841974,1611.0209636865845
17-Mar,2,56,6622351152094.534,863185,ETOILE HALWA MOLOD 85,790.056624947643,1553.811697619591,201.93470069953077
16-Mar,2,55,6040098653822.441,172067,BOUSOUMAT SESAME,857.6560868117838,1004.6833623705871,363.3581951691431
28-Feb,2,50,6096867660246.112,535984,FRUIT TART X2,1080.3845038918005,1820.0891797621302,1375.7259839683918
28-Feb,2,56,4148453748756.034,531809,A-LEMON SEEDLESS,394.67904665403967,288.8039101433707,277.5487247372996
22-Feb,2,51,2655617343464.6484,155927,MINI PASTRY,1203.414183403873,339.8142695611917,821.7764366727178
21-Feb,2,51,5821561267321.793,212053,ANISE SAMO,341.62443306895284,952.9367474076092,794.9868068906613
06-Mar,2,52,4033126506433.578,718404,EGYPTION BLACK RAISINS,548.8666113793945,1507.9854062295558,1282.7513689826392
07-Mar,2,55,5611664309924.854,253108,KASHCAVAL COW CHEESE WITH RED PEPPE,470.08315935954596,1231.3243620818962,520.6733948554215
18-Mar,2,57,2822235492159.3896,104178,N.LONG FINO,637.6350294494534,1491.02294237178,322.4118818854112
28-Feb,2,55,5565906774155.836,705888,KATILO CHEESE BRAMILY-KG,234.77951490817807,22.422758330322093,1858.0934705759748
16-Mar,2,55,3778782095074.2017,933864,MINCE LOW FAT,28.27432803822287,1042.3255780105865,1766.0248051567733
24-Feb,2,57,6158400684016.104,653977,ORANGE JUICE,819.530532908312,906.5264490331099,930.8410574258717
17-Mar,2,50,4893380012352.117,157225,PEANUT BUTTER,737.1579290009066,979.0937021350189,413.5583333324367
09-Mar,2,51,4948181226595.519,207616,CANTALOUPE,1042.057028579801,208.3099726245214,994.0310012295295
10-Mar,2,57,3860147458887.0947,178201,GRIND GINGER,207.93586103314618,1414.9901933829099,1123.20474268693
10-Mar,2,53,3208051125627.7324,972836,OLIVETTA ONION MIX,626.6786262091447,221.63907391694946,782.1543165273167
24-Feb,2,51,2580512131905.6436,667389,HERB BREAD,154.0358913863295,161.705712612469,1028.058707648964
01-Mar,2,55,4384296585630.821,844319,ICE CREAM CARAMEL SAUCE,721.494034659036,1762.9378358219956,1189.8265820594395
19-Feb,2,54,6977238109618.63,285438,APPLE GOLDEN PACKED 1KG,264.11269160650863,871.4023375472951,59.19391856755368
16-Mar,2,55,6966104035437.803,353101,CAPPUCCINO REGULAR,576.4304520795645,1742.9854841107087,572.7438938407679
11-Mar,2,51,5638722706682.988,528865,A-APPLE RED,1082.4360361205229,1536.005029254455,1885.0485529757111
21-Feb,2,50,3019947606362.6826,925034,BLACK LENTILS SAMO,127.93221257492715,515.0819323847219,1530.3545979602159
24-Feb,2,53,4542924689734.611,680409,VALUE MIX,505.8395998919063,752.9313582246526,1816.143823591901
20-Feb,2,57,5299560038444.511,398435,DONUTS ASSORTED X10,573.0658254259337,69.66400279750104,910.9570136337536
21-Feb,2,52,4257807544219.255,764890,KOKI CHICKEN LEG 1KG,1167.7599054248174,278.1241162058376,717.1035508810193
06-Mar,2,50,4108064772450.2026,780472,DILL 50GR,737.4174003220414,775.6182299138961,1965.7642511255422
15-Mar,2,52,6464474586289.406,555015,N.TOAST MLT.SEEDS 500G,615.4153894794773,1343.5361673952298,1332.847181391134
19-Mar,2,53,4014263754870.839,697866,TEA BREAKFAST,960.9754718746234,1097.7132055838917,2307.1383219346258
19-Feb,2,51,4694024723634.325,843072,CHICKEN FRANKS,717.123001509671,1835.2149890585881,1040.060532141812
01-Mar,2,52,6879462323142.956,426141,EMMENTAL,141.82922361311296,802.5393026209939,2684.856020789182
05-Mar,2,52,6706541464656.593,461105,LEEK,282.2518591522163,537.9598612262754,1063.019830689439
14-Mar,2,55,6692335607788.555,415593,FLEX SEEDS,521.5267169636088,718.0702331579508,1276.8765298062558
13-Mar,2,55,5047991992655.781,473823,CHOCLATE PEANUTS,911.6154390422399,259.813797021749,1713.4248693613588
20-Feb,2,54,3822005483573.4775,366397,HALAWA ALMOUND,1179.5084136068829,1196.7964069591744,1606.8950180531108
18-Mar,2,55,5030191345005.471,626953,FOCACCIA,989.5897504645566,1791.2261848427086,1442.9243797226832
21-Feb,2,55,5913295862748.662,259293,ATYAB LNCHON BLACK PEPPER,735.2733959434098,896.5344547172268,1377.5634837430657
02-Mar,2,56,6965357180403.069,532870,LONG FINO X10,1248.2206224713386,361.56454947261824,2587.0026568627
20-Feb,2,56,2870323336018.1514,23616,WHITE SAUCE,524.0319758175991,920.7557728268836,2018.9141996882804
01-Mar,2,52,2840918763084.174,224287,SPRING ONION 125GR,1056.7777335314254,1339.7470822983055,1552.8506362407957
26-Feb,2,57,5844710914394.033,561831,CRACKERS,488.2270838528442,950.1579245527763,2719.8008598441634
19-Feb,2,57,5062095943978.887,268941,DEFROSTED FILLET WHITE FISH,127.75130633240269,869.4159699326412,1254.0429161353095
20-Feb,2,55,2799923028161.0796,992346,PORK SAUSAGES,13.521414795658853,810.8706359458395,34.38838900520917
26-Feb,2,57,5028219725288.67,341957,A- APPLE GOLDEN( 60/65 )SMALL,107.50531225630148,1471.5431580928491,1415.4489788126357
14-Mar,2,51,6542678486128.488,148694,CRAB MEAT,251.06089120326087,916.1432413041194,340.00418210035576
22-Feb,2,57,6395811140745.007,984963,CILANTRO,1117.0250389772855,564.0655189423662,2691.485197772884
21-Feb,2,55,2935340560024.5264,177745,A- XP CANTALOUPE,1095.271829976223,795.2245097847862,2692.6188503415356
11-Mar,2,55,4199064310806.3394,929633,KOKI LIVER-GIZZARD 500GR,1200.258234504835,256.4934999173691,67.84925941309847
13-Mar,2,50,4808150834833.646,136158,MEDIUM FINO X10,157.38309594676483,1095.9369182944909,895.8987274956551
20-Feb,2,57,5242085568679.838,22161,SMALL GRILL CHICKEN,395.1336139939925,755.3354403646076,2044.1783424381704
12-Mar,2,50,3991939218043.964,346650,SHISHTAHOOK SANDWICH,738.5911198844474,1638.4225131969974,2470.517825621291
24-Feb,2,55,3410177634924.723,650408,DEFR. SHRIMP 80-120,348.43770065984654,1893.4932963861377,2609.5269708275273
11-Mar,2,52,2920453321304.1587,628359,OSTRICH LUNCHEON WITH OLIVE,1214.8431721904112,1280.5733938390717,1646.9238094686996
10-Mar,2,57,3331363340045.2666,693960,ETOILE HALWA MOLOD 65,143.17078705535906,878.8278695111675,3071.074747694738
06-Mar,2,51,6720796413729.862,123535,SHAHD BREAST BONE IN,1009.0769172365005,284.9610844477691,921.6213634907539
04-Mar,2,51,5561157527452.193,477173,SABEEL BREASTS 1KG,996.2483535507193,1823.408093201385,1268.908407280364
15-Mar,2,52,6084140053477.495,898858,CASHEW SMOKED FLAVOR,855.7791187235305,1602.4569754763195,1359.4185385769526
10-Mar,2,55,3398255326696.545,302107,MIX BREAKFAST SAND.,1143.8620500246564,466.80492835104485,1656.2148147297737
02-Mar,2,55,2781962982609.4883,414626,SWISS OLIVE BF LNCHON,836.3735818029721,1564.3835270495924,238.67969052581182
19-Feb,2,53,2763545571706.495,925463,NABAT BATAVIA LETTUCE GREEN,16.22078970707663,1216.3777448978442,3047.151066447486
03-Mar,2,53,2151038755103.4697,28233,CHICKEN PANEE/KG,826.6316513504607,1224.574838639432,109.66087041367808
12-Mar,2,50,2153979645010.629,514846,HERRING FILLET VAC,622.6302068136922,725.452816390024,1541.0177296765128
27-Feb,2,55,5878681712767.915,16494,ABA POWDER ONION,733.5337941698516,630.704164592455,541.8105500958176
27-Feb,2,52,2061625189959.9895,759070,KOKI CHICKEN LEG 1KG,468.09715621320413,1810.358294211716,2951.4162917592607
15-Mar,2,52,5035028268319.969,589309,GRIND CUMIN,1221.3475544886076,735.8610370568645,3018.6597931560973
02-Mar,2,50,3292751934369.3223,201255,BAL BEEF FILLET,648.089118880692,384.1454686801225,481.6329042276345
05-Mar,2,54,6171534299814.299,311345,MERAI BEEF PRESSED,360.2341976460622,335.3507144561993,2885.255707570592
08-Mar,2,54,4690576571234.639,460980,ICE CREAM CARAMEL SAUCE,652.1999563429216,1483.4292689781657,13.538056445068035
14-Mar,2,51,2298093392053.8975,770032,LHEMY BASTERMA VACUUM,378.7174301234682,52.157262039868215,1441.0072077814252
15-Mar,2,52,2708459801466.172,877139,IM BEEF ENTRECOTE,337.2301336676563,1054.711697498613,585.8926113582293
22-Feb,2,50,6679519955749.305,342843,ORANGE FOR JUICE 6.5KG,622.6693730331925,644.330782493637,2933.9852405606175
01-Mar,2,53,5309041071249.463,760276,LEMON BALADY 1KG,910.9946159992551,44.812027489090354,2767.13208821149
25-Feb,2,53,4906723876288.816,731513,SHAHD DRUMSTICK 1KG 052,903.5883955236483,1060.8456503112243,1836.01568373335
09-Mar,2,55,4434167606514.859,439490,MINEN PLAIN KG,156.11557773447035,552.2552892426194,1231.7882808536785
13-Mar,2,51,4533929711407.297,217904,LHEMY PLAIN BF LNCHON,165.26054103740123,1499.8616348291637,2314.5728248534333
02-Mar,2,50,3212588321780.4443,947169,BAL LAMB RIBS,1193.87071220825,731.4325333362514,2098.583695302624
19-Feb,2,54,6492585067382.76,33557,PASTA CHICKEN SALAD,1051.2299881777903,1143.5593210904553,736.4419616251558
16-Mar,2,54,2475955791961.8813,672329,CRUSHED BEANS SAMO,1185.6626540072477,911.7805306340023,313.7803629039999
13-Mar,2,52,4463947560561.579,447945,OLIVETTA LEM SAFF,48.578741700478304,1587.1069242021367,293.6983237189434
26-Feb,2,54,2218211589414.0957,79180,FARM-GOUDA BLACK PAPER,219.57950091566983,1414.7811864377643,1863.0737899011822
28-Feb,2,52,4766409035212.838,902958,ETOILE HALWA MOLOD 85,509.9664725453969,1594.369139568255,2747.489323994753
01-Mar,2,56,4729944784828.792,878735,HALAWA ALMOUND,800.8679526223082,198.03054794461073,1806.3620075860267
28-Feb,2,56,6269969717791.17,772160,CHICKEN THIGHS,67.21633595221486,1468.6884121098449,1315.7739992018096
28-Feb,2,55,4291790167348.1133,980357,SHISH TAWOOK/KG,563.7177569811705,1213.0638893940925,778.0241472572019
15-Mar,2,54,6147119909559.92,176644,DONUTS ASSORTED X2,1125.807238021206,1587.3052583835195,3049.323354695822
07-Mar,2,54,3385472507092.475,678806,CREAM WHITE CHEESE,263.85006021141254,1678.8542231480405,2221.3842127966454
22-Feb,2,53,6098591094151.207,875715,ABA CASHEW CHEESE FLAVOR,718.276913000047,96.25718271341182,2444.677185531989
19-Feb,2,53,5695012977194.498,790193,N.ORASS BREAD,525.3598350386329,752.1822081235186,1322.2585119571781
22-Feb,2,56,3640402592970.4385,400010,DARK COCO ABA,66.81137806907603,1107.5897410892574,1919.7397898238687
05-Mar,2,57,3466717392049.745,553300,A-EGGPLANT WHITE,1143.635324726813,1614.429308916838,1791.5679848314094
18-Mar,2,55,5757453714634.029,950946,A-POMEGRANATE,383.5516262399533,1766.161389962923,1586.2314155064253
14-Mar,2,55,5187325742924.842,719055,BEEF STEAK,279.1853670557075,1724.378782864401,1088.0435302035605
09-Mar,2,54,6349820151870.238,839892,CHEESE BRAMILY FRESH,789.3429821544548,1275.3321051337261,1935.0374987776252
24-Feb,2,56,4707987398118.617,593211,N.WHOLEMEAL,740.3247169475306,893.5829166219557,510.0535789571514
06-Mar,2,57,3976280243331.629,862201,PACKET BOUKSOMAT BLACK SEED LARGE,428.75656255602314,1429.4522659106553,20.41195646275241
03-Mar,2,54,5270413621369.219,830324,HALAWA HAZELNUT,742.7606921454425,401.60944612521416,2829.0372283365623
22-Feb,2,51,4420289513803.457,959762,ZUCCHINI FOAM 1KG,476.01293917101805,1325.4713599772779,1277.3961846037487
20-Feb,2,50,2501098668120.8906,947132,SAHLAB SAMO,33.85625489384765,446.49573092128423,56.513467924135576
19-Feb,2,50,3019537616053.3203,354118,BROCOLLI,999.0590830964758,391.39668868632526,1009.9741884530108
20-Feb,2,57,5676496562522.68,234415,SHAHD CHICKEN WINGS,830.6455545942007,1010.2276552178931,1783.199724761835
14-Mar,2,53,3768509836030.5103,656721,KIRI FLAVOR BASTERMA,517.4436022043164,1872.767125430391,579.9390403687755
19-Mar,2,50,2441853218622.658,715622,DATES ALMOND 30 DATES MDF PAC,249.91732546052614,1561.2147043142343,2506.0793822510036
19-Mar,2,50,2728355577385.494,24913,VANILLA MOUSSE SMALL,534.4731226037021,707.8852779797397,863.1941718592544
10-Mar,2,51,3413816111423.9043,217863,OLIVETTA PEPPER JALAPINO SLICED,1079.0994751550525,364.07387517548847,2246.5239472862745
25-Feb,2,57,5236992778513.1875,345552,CAPSICUM MIXED 500GR,366.7358526553532,68.71645214592752,2485.4604882390004
11-Mar,2,54,5009653771819.076,813516,PASTRY CARNAVAL,439.98098795372556,607.0952542030905,1963.9665294572383
01-Mar,2,52,2879988426531.165,203910,COFFEE,202.14907563782512,589.0119469158561,1292.2528898514327
14-Mar,2,55,6238006694939.536,72186,ICE CREAM FRUIT,944.7249030279664,656.6998052567374,648.3568142499937
05-Mar,2,50,2846189697523.764,602796,OLIVETTA NAT PEP,86.04122177060079,1676.0578685487405,1234.9660798006446
05-Mar,2,50,2672997311327.4634,556342,7-SPICES,1236.080100391253,1725.9115028398012,565.0426547342556
09-Mar,2,50,5768364659380.933,221047,FETA CHEESE WITH CHILI,1195.4132495565357,1010.7775712999805,2822.9187735583123
13-Mar,2,50,3269275173951.9873,231282,OLIVETTA SLI NATU,770.6880132600834,256.98782280414343,1964.223661146946
17-Mar,2,51,4508217627440.059,250060,BASSBOUSSA BY KG,27.782563067233525,1874.5694245985503,1876.6233349797983
21-Feb,2,51,3615562412730.382,166009,PIZZA MUSHROOM,865.2417577477551,1006.4342173583547,2575.4961690412274
01-Mar,2,54,6870636236798.331,359777,FARM-EMENTAL CHEESE,176.3325378591493,97.32307598354407,35.025513254822044
08-Mar,2,51,5909199904289.578,566440,KIRI CHEESE BLCK SEED,843.8658719127985,1566.1859494250245,2444.1423579317434
15-Mar,2,56,3592492231130.161,57742,TOFFIE,361.1362104465656,691.7263824375642,2625.930130484271
11-Mar,2,57,2802842670792.7393,793094,BEEF RIBS,337.78116250931396,746.3860376914196,1887.3186499155822
16-Mar,2,52,5034286458836.056,849524,BAL LAMB STEW,585.7032288177965,1170.6149988863162,2749.0420167649954
04-Mar,2,53,5541485278126.053,294564,CORN CHEESE FLAVOR,797.929866028807,1559.8308489146616,1372.7942864267152
20-Feb,2,54,5466141629811.127,180141,HALWANI TRKEY SMOKED,692.9560985512456,1794.6509149919696,41.81632357198313
12-Mar,2,52,2307421876465.774,83938,ATYAB SMOKED BEEF,852.9606145459029,743.2281597485095,1627.7810965066794
19-Mar,2,57,6846390670965.059,898598,LEMON STUFFED CELERY,65.42350557825075,1863.912597876519,1496.436772450162
16-Mar,2,57,3451139876458.729,802378,CAREY,1143.2599442015166,1604.7210036719503,1947.1180405338757
06-Mar,2,55,3433221321638.9365,411466,SHAMI WHITE X5,525.3937195215188,284.0004949086141,1343.9487145274666
01-Mar,2,54,4594566363088.335,408877,ARTICHOKE,1248.0854151338656,1035.553313972746,618.62311666376
14-Mar,2,55,6706339928253.389,359048,HALWANI OLIVE BF LNCHON,840.9582962568185,706.0319058272221,898.3307914733185
11-Mar,2,51,2290803943671.196,731624,SMOKED CHICKEN BREAST TANDAORY,817.5984265015696,413.7633892213813,1873.4901156636565
13-Mar,2,54,6962492308838.043,755056,JILI FRUIT DELIGHTS,405.71852299169933,1654.0750575275276,2526.4149983316515
15-Mar,2,50,6225216772104.301,512719,KOKI CHICKEN DRUMSTICKS 1KG,837.4178322904104,1118.5843120770685,1719.6186544383133
02-Mar,2,57,4254811994092.659,144682,AVANTI SMOKED CHEDDAR,1159.951312305258,1426.681655349488,1931.933369581839
08-Mar,2,55,6662751410099.394,29641,MEAT SAMBOUSSAK/KG,285.8990508685822,373.5971177447743,1017.9069285197879
25-Feb,2,57,3555492897148.3794,539456,ABA BLUEBERRIES,167.56472589049937,1892.7091028622574,1261.124757547514
05-Mar,2,54,6414968717815.38,24408,BREAD CRAMBS KG,323.0174512857061,301.8066353300086,1529.126376708189
27-Feb,2,51,4323314713998.0117,121340,DEFR SALMON STEAK,445.89010847245277,849.797313746669,494.8509662357781
27-Feb,2,54,3926724348483.3027,459402,CAKE POUND PLAIN,764.0879007320195,1487.062262962608,5.130408523947994
20-Feb,2,56,5408529592259.361,758449,OLIVETTA LEM MIX,1214.793019013901,1051.2832712800325,1643.941609571976
06-Mar,2,56,6867166392986.533,463772,BBQ CHICKEN,277.2521592015373,1006.8674247512122,1111.960037935978
21-Feb,2,54,4076202224933.6504,409800,CHICKEN FILLET GRILLED SAND,362.1009455372058,1663.0572474203716,2312.3684773724717
19-Mar,2,53,5293755647868.423,691034,STARCH,146.34496926018528,1031.3505325270894,2274.419079502287
26-Feb,2,50,6060738261536.592,935195,DEFR. SHRIMP 30/40,72.59764479968952,882.4190880667896,2624.38142345478
22-Feb,2,57,5885121217963.115,139011,MEAT BURGER SANDWICH,1087.0824106800505,814.3945648919467,1890.317190271739
04-Mar,2,55,2606762991498.5894,412086,DATES 600 GM-BET,714.0949652182634,725.4820369771055,1689.4986188899982
19-Mar,2,54,2896112408007.883,460719,SHAHD WHOLE CHICKEN 1400-1500,1136.9697511014163,1522.013103817517,632.50540621911
02-Mar,2,55,6590997227505.18,299858,KIRI CHEESE OLIVE,251.21369623946578,406.17314610354464,1964.5999035638908
26-Feb,2,56,3100484669747.256,81506,BAL BEEF ENTRECOTE,263.30925168279305,525.8100913472294,2583.256766293299
18-Mar,2,54,6736592549447.516,477740,IM BEEF FILLET,1119.3780410465572,734.3841076297066,542.135295641893
26-Feb,2,55,2769684493253.2207,630211,BEET SALAD,529.0555892638478,347.1482711500418,1431.213109745211
19-Feb,2,51,4111190043581.586,740656,ATYAB SMOKED BEEF,775.6170347681564,368.9013631258378,1274.3034105916859
22-Feb,2,54,4324226218683.2495,561970,BAL BEEF FILLET,317.8536770312917,577.0763160048047,2000.0852954903817
13-Mar,2,55,5470933568303.166,337678,SHAHD WHOLE CHICKEN 1400-1500,1195.1858039943918,1277.6142183024954,156.26287025163444
06-Mar,2,56,6823525909370.632,292428,PASTA TUNA SALAD,133.2423063869668,367.2705236967318,29.27078566625797
18-Mar,2,56,6313601473465.104,96502,GORGONZOLA,250.44011873342112,358.16823414872,1089.8437873680004
17-Mar,2,56,2378959425470.2437,289943,BAL BEEF CUBES LOW FAT,581.3423248467338,1433.0045758265896,2784.335634095554
14-Mar,2,52,3194118295209.6826,279838,N.KRAFTKORN  300GR,796.7966366712859,429.0458345237791,1227.1201924250765
23-Feb,2,56,6817493027139.123,667857,CAPSICUM MIXED 500GR,1129.1255529518633,1861.5719946003221,593.6424179003221
06-Mar,2,51,2941187496925.7007,905802,STRAWBERRY 750GR,495.88451061016144,952.8751206632148,468.6941609377061
04-Mar,2,57,4396846972787.8784,133401,MULLET GRILLED/KG,479.5388658822633,1491.8143542445384,1811.0823621624838
28-Feb,2,57,4743428168956.828,629897,PASTA TUNA SALAD,663.8917377198051,1874.3888497973217,764.7517089006044
13-Mar,2,52,5461880623002.459,344177,MEDIUM TILAPIA(3-4PC/K),931.2981433992419,1626.223378703962,1208.9797727805376
05-Mar,2,55,6903962727295.318,825306,BLUE CHEESE EXTRA CREAMY,297.2334389104568,770.9692092366408,958.5778909019496
22-Feb,2,50,2230477872645.4014,946048,EMMENTAL,274.3121449259738,1066.1178408733542,1337.3499997746153
24-Feb,2,50,3311722679718.801,380279,ALEX LIVER/KG,1161.1072083948507,644.0501284594188,2225.8012953144857
05-Mar,2,51,6436846319475.077,203789,LOBSTER TAIL,1011.131724886168,721.4003295085536,2686.811857490726
18-Mar,2,57,4591637425659.514,29246,DATES 1.400 KG (KARTON),303.3688782748926,272.43219573654585,279.97564151191375
19-Mar,2,53,5250439840031.005,455204,SABEEL LIVER 500GR,269.1545350243301,944.2011426891704,1762.84720996623
08-Mar,2,50,2276904029344.974,576493,COOKING TURKEY/KG,722.9930144682139,512.5413116303064,1968.259918606645
13-Mar,2,50,4958553693532.344,256122,NABAT OAKLEAF LETTUCE GREEN,1247.329065642087,636.441825769154,719.5902962701771
04-Mar,2,56,4566554261503.134,591815,BREAD CRAMBS KG,594.2390169915012,1058.6548723706642,1210.3169581858801
07-Mar,2,52,3811628154253.958,371496,MIXED VEGETABLES/KG,557.3303365276602,77.1917431912076,293.0430134835487
11-Mar,2,57,2088569030803.1067,537558,RED PEPPERJACK JALAPENO,341.8291239608061,637.4462891292051,850.2489159120934
27-Feb,2,51,4705700731340.508,910928,A-LEMON SEEDLESS,95.10859303788948,903.819409753457,2551.7461699355035
26-Feb,2,56,2055173247983.114,116518,AVANTI SMOKED CHEDDAR,567.95842570935,477.12173172385087,1137.3401509369621
24-Feb,2,56,5297541647465.975,726732,GORGONZOLA,557.6648238093596,932.9174492338788,2220.802510054332
09-Mar,2,57,3291675944994.2007,428304,ALEX LIVER SANDWICH,509.0699363510452,616.5185880744137,2620.644545448043
